Provincia,Partido,Localidad,Link Indec,ADSL,CABLEMODEM,DIAL UP,FIBRA OPTICA,OTROS,SATELITAL,WIMAX,WIRELESS,Total general
San Juan,25 De Mayo,Villa Borjas - La Chimbera,70126030,0,0,0,0,0,0,0,80,80
San Juan,25 De Mayo,Villa Borjas,70126010,0,0,0,0,0,0,0,6,6
San Juan,9 De Julio,9 De Julio,70063040,0,0,0,125,0,1,0,116,242
San Juan,9 De Julio,Colonia Fiorito,70063020,0,0,0,0,0,0,0,5,5
San Juan,9 De Julio,Las Chacritas,70063030,0,0,0,0,0,0,0,91,91
San Juan,9 De Julio,Otros,Sin Datos,0,0,0,0,0,1,0,0,1
San Juan,9 De Julio,Alto De Sierra,70063010,0,0,0,0,0,0,0,5,5
San Juan,Albardón,El Rincón,70007010,509,0,5,0,0,0,0,10,524
San Juan,Albardón,Otros,Sin Datos,0,0,0,0,300,0,0,0,300
San Juan,Albardón,Villa General San Martín - Campo Afuera,70007020,0,0,0,0,0,0,0,135,135
San Juan,Albardón,Villa General San Martin,70007010,0,0,0,0,0,0,0,46,46
San Juan,Angaco,Otros,Sin Datos,0,0,0,0,72,0,0,0,72
San Juan,Angaco,Villa El Salvador - Villa Sefair,70014020,0,0,0,0,0,0,0,93,93
San Juan,Angaco,Villa El Salvador,70014010,0,0,0,0,0,0,0,34,34
San Juan,Calingasta,Barreal - Villa Pituil,70021010,0,0,1,0,0,0,0,1.294,1.295
San Juan,Calingasta,Calingasta,70021020,0,0,0,0,0,2,0,370,372
San Juan,Calingasta,Tamberías,70021030,0,0,1,0,0,0,0,130,131
San Juan,Capital,San Juan,70028010,12.814,22.723,227,10.721,3.576,5,0,6.781,56.847
San Juan,Caucete,Bermejo,70035010,0,0,0,0,0,1,0,0,1
San Juan,Caucete,Caucete,70035020,1.006,0,0,0,2.500,0,0,521,4.027
San Juan,Caucete,Vallecito,70035070,0,0,0,0,250,0,0,4,254
San Juan,Caucete,Villa Independencia,70035080,0,0,0,0,0,0,0,10,10
San Juan,Chimbas,Chimbas,70042010,2.944,0,6,942,0,0,0,1.948,5.840
San Juan,Chimbas,Villa Paula Albarracin,70042010,0,0,0,0,0,0,0,2,2
San Juan,Iglesia,Angualasto,70049010,0,0,0,0,0,0,0,38,38
San Juan,Iglesia,Bella Vista,70049020,0,0,0,0,0,1,0,43,44
San Juan,Iglesia,Iglesia,70049030,0,0,0,0,0,11,0,79,90
San Juan,Iglesia,Las Flores,70049040,0,0,0,0,0,1,0,111,112
San Juan,Iglesia,Pismanta,70049050,0,0,0,0,0,3,0,18,21
San Juan,Iglesia,Rodeo,70049060,0,0,0,0,10,0,0,472,482
San Juan,Iglesia,Tudcum,70049070,0,0,0,0,0,1,0,89,90
San Juan,Jáchal,San Isidro,70056070,0,0,0,0,0,0,0,97,97
San Juan,Jáchal,San José De Jáchal,70056080,0,0,1,381,0,2,0,711,1.095
San Juan,Jáchal,Tamberías,70056090,0,0,0,0,0,0,0,62,62
San Juan,Jáchal,Villa Mercedes,70056110,0,0,0,0,0,4,0,170,174
San Juan,Jáchal,Gran China,70056020,0,0,0,0,0,0,0,82,82
San Juan,Jáchal,Huaco,70056030,0,0,0,0,0,0,0,109,109
San Juan,Jáchal,Pampa Vieja,70056060,0,0,0,0,0,0,0,86,86
San Juan,Jáchal,El Médano,70056010,0,0,0,0,0,0,0,25,25
San Juan,Jáchal,Mogna,70056040,0,0,0,0,0,0,0,5,5
San Juan,Jáchal,Niquivil,70056050,0,0,0,0,0,0,0,25,25
San Juan,Jáchal,Villa Malvinas Argentinas,70056100,0,0,0,0,0,0,0,25,25
San Juan,Otros,Otros,Sin Datos,0,0,0,0,454,0,0,0,454
San Juan,Pocito,Villa Aberastain - La Rinconada,70070040,549,0,4,0,0,1,0,205,759
San Juan,Pocito,Villa Centenario,70070060,0,0,0,0,0,0,0,56,56
San Juan,Pocito,Villa Barbosa - Villa Nacusi,70070050,0,0,0,0,0,0,0,98,98
San Juan,Pocito,Quinto Cuartel,70070030,0,0,0,0,0,0,0,101,101
San Juan,Pocito,Villa Aberastain,70070010,0,0,0,0,0,0,0,10,10
San Juan,Pocito,Barrio Ruta 40,70070010,0,0,0,0,0,0,0,14,14
San Juan,Pocito,Carpintería,70070020,0,0,0,0,0,0,0,14,14
San Juan,Rawson,Rawson,70077010,16.318,0,12,0,0,2,0,1.004,17.336
San Juan,Rawson,Villa Krause,70077020,0,0,0,0,0,0,0,211,211
San Juan,Rawson,El Medanito,70077010,0,0,0,0,0,0,0,32,32
San Juan,Rawson,Villa Bolaños,70077020,0,0,0,0,0,0,0,287,287
San Juan,Rivadavia,Rivadavia,70084010,2.028,0,12,77,15,1,0,2.243,4.376
San Juan,San Martín,San Isidro (Est. Los Angacos),70091030,2,0,0,0,0,0,0,4,6
San Juan,San Martín,Villa San Martín,70091070,0,0,0,0,210,1,0,18,229
San Juan,San Martín,Villa Don Bosco (Est. Angaco Sud),70091060,0,0,0,3,0,0,0,73,76
San Juan,San Martín,Villa El Salvador,70091040,0,0,0,0,0,0,0,12,12
San Juan,San Martín,Dos Acequias (Est. Los Angacos),70091020,0,0,0,0,0,0,0,31,31
San Juan,San Martín,Barrio Sadop,70091010,0,0,0,0,0,0,0,2,2
San Juan,San Martín,Villa Dominguito (Est. Puntilla Blanca),70091050,0,0,0,0,0,0,0,2,2
San Juan,Santa Lucía,Santa Lucía,70098010,2.400,0,11,73,15,0,0,2.057,4.556
San Juan,Santa Lucía,Alto De Sierra,70098010,0,0,0,0,0,0,0,18,18
San Juan,Sarmiento,Cañada Honda,70105010,0,0,0,1,0,2,0,1,4
San Juan,Sarmiento,Cienaguita,70105020,0,0,0,1,0,0,0,1,2
San Juan,Sarmiento,Las Lagunas,70105060,0,0,0,0,0,1,0,0,1
San Juan,Sarmiento,Los Berros,70105070,0,0,0,2,0,0,0,66,68
San Juan,Sarmiento,Villa Media Agua,70105100,0,0,0,1,0,0,0,197,198
San Juan,Sarmiento,Pedernal,70105080,0,0,0,0,0,0,0,11,11
San Juan,Sarmiento,Divisadero,70105040,0,0,0,0,0,0,0,11,11
San Juan,Sarmiento,Guanacache,70105050,0,0,0,0,0,0,0,8,8
San Juan,Sarmiento,Punta Del Médano,70105090,0,0,0,0,0,0,0,1,1
San Juan,Ullum,Villa Ibáñez,70112010,0,0,1,0,0,0,0,402,403
San Juan,Valle Fértil,Astica,70119010,0,0,0,0,0,0,0,30,30
San Juan,Valle Fértil,Otros,Sin Datos,0,0,0,0,190,0,0,0,190
San Juan,Valle Fértil,Villa San Agustín,70119060,0,0,0,1,0,4,0,260,265
San Juan,Zonda,Villa Basilio Nievas,70133010,0,0,0,0,0,0,0,340,340
San Luis,Ayacucho,Candelaria,74007010,0,0,0,0,0,0,0,882,882
San Luis,Ayacucho,La Majada,74007010,0,0,0,0,0,0,0,19,19
San Luis,Ayacucho,Leandro N. Alem,74007030,0,0,0,0,0,0,0,13,13
San Luis,Ayacucho,Luján,74007040,0,0,0,0,0,0,0,1.196,1.196
San Luis,Ayacucho,Otros,Sin Datos,0,0,0,0,0,3,0,0,3
San Luis,Ayacucho,Quines,74007050,0,0,0,0,0,1,0,37,38
San Luis,Ayacucho,Río Juan Gómez,74007010,0,0,0,0,0,0,0,76,76
San Luis,Ayacucho,San Francisco Del Monte De Oro,74007070,0,0,0,0,0,0,0,1.435,1.435
San Luis,Ayacucho,San Miguel,74007070,0,0,0,0,0,1,0,0,1
San Luis,Ayacucho,Pampa Grande,74007010,0,0,0,2,0,0,0,0,2
San Luis,Ayacucho,Lomas Blancas,74007010,0,0,0,0,0,0,0,21,21
San Luis,Belgrano,La Calera,74014010,0,0,0,0,0,0,0,392,392
San Luis,Belgrano,Los Molles,74014010,0,0,0,0,0,0,0,246,246
San Luis,Belgrano,Nogolí,74014020,0,0,0,0,0,0,0,660,660
San Luis,Belgrano,San Pedro,74014040,0,0,0,0,0,0,0,13,13
San Luis,Belgrano,Villa De La Quebrada,74014030,0,0,0,0,0,0,0,513,513
San Luis,Belgrano,Villa General Roca,74014040,0,0,0,0,0,0,0,283,283
San Luis,Chacabuco,Concarán,74028010,0,0,0,0,0,2,0,1.812,1.814
San Luis,Chacabuco,Cortaderas,74028020,0,0,0,5,0,0,0,891,896
San Luis,Chacabuco,Naschel,74028030,0,0,0,0,0,0,0,1.125,1.125
San Luis,Chacabuco,Papagayos,74028040,0,0,0,0,0,0,0,61,61
San Luis,Chacabuco,Renca,74028050,0,0,0,0,0,0,0,106,106
San Luis,Chacabuco,San Pablo,74028060,0,0,0,0,0,0,0,74,74
San Luis,Chacabuco,Tilisarao,74028070,0,0,0,0,0,0,0,1.590,1.590
San Luis,Chacabuco,Villa Del Carmen,74028080,0,0,0,0,0,0,0,353,353
San Luis,Chacabuco,Villa Larca,74028090,0,0,0,0,0,0,0,558,558
San Luis,Chacabuco,El Algarrobal,74028020,0,0,0,3,0,0,0,0,3
San Luis,Coronel Pringles,Carolina,74021010,0,0,0,0,0,0,0,229,229
San Luis,Coronel Pringles,El Trapiche,74021020,0,0,0,0,0,0,0,1.008,1.008
San Luis,Coronel Pringles,Fraga,74021030,0,0,0,0,0,0,0,309,309
San Luis,Coronel Pringles,La Bajada,74021040,0,0,0,0,0,0,0,72,72
San Luis,Coronel Pringles,La Florida,74021050,0,0,0,0,0,0,0,87,87
San Luis,Coronel Pringles,La Toma,74021060,100,0,0,0,0,0,0,392,492
San Luis,Coronel Pringles,Otros,Sin Datos,0,0,0,0,0,27,0,0,27
San Luis,Coronel Pringles,Río Grande,74021080,0,0,0,0,0,0,0,187,187
San Luis,Coronel Pringles,Saladillo,74021090,0,0,0,1,0,0,0,1.987,1.988
San Luis,Coronel Pringles,El Durazno,74021060,0,0,0,0,0,0,0,66,66
San Luis,General Pedernera,Juan Jorba,74035010,0,0,0,0,0,0,0,28,28
San Luis,General Pedernera,Juan Llerena,74035020,0,0,0,0,0,0,0,130,130
San Luis,General Pedernera,Justo Daract,74035030,175,0,4,0,0,0,0,3.880,4.059
San Luis,General Pedernera,La Punilla,74035040,0,0,0,0,0,0,0,9,9
San Luis,General Pedernera,Lavaisse,74035050,0,0,0,0,0,0,0,58,58
San Luis,General Pedernera,San José Del Morro,74035060,0,0,0,0,0,0,0,381,381
San Luis,General Pedernera,Villa Mercedes,74035070,1.789,29.276,85,4,14.585,0,0,10.179,55.918
San Luis,General Pedernera,Villa Salles,74035090,0,0,0,0,0,0,0,27,27
San Luis,General Pedernera,La Angelina,74035040,0,0,0,0,0,0,0,1.127,1.127
San Luis,Gobernador Dupuy,Anchorena,74042010,0,0,1,0,0,0,0,212,213
San Luis,Gobernador Dupuy,Arizona,74042020,0,0,3,0,0,0,0,257,260
San Luis,Gobernador Dupuy,Bagual,74042030,0,0,0,0,0,0,0,64,64
San Luis,Gobernador Dupuy,Batavia,74042040,0,0,0,0,0,2,0,196,198
San Luis,Gobernador Dupuy,Buena Esperanza,74042050,0,0,1,0,0,1,0,961,963
San Luis,Gobernador Dupuy,Fortín El Patria,74042060,0,0,0,0,0,1,0,194,195
San Luis,Gobernador Dupuy,Fortuna,74042070,0,0,1,0,0,1,0,149,151
San Luis,Gobernador Dupuy,La Maroma,74042080,0,0,0,0,0,2,0,0,2
San Luis,Gobernador Dupuy,Martín De Loyola,74042100,0,0,0,0,0,2,0,509,511
San Luis,Gobernador Dupuy,Nahuel Mapá,74042110,0,0,0,0,0,0,0,20,20
San Luis,Gobernador Dupuy,Navia,74042120,0,0,0,0,0,2,0,83,85
San Luis,Gobernador Dupuy,Nueva Galia,74042130,0,0,0,0,0,0,0,500,500
San Luis,Gobernador Dupuy,Unión,74042140,0,0,0,0,0,0,0,810,810
San Luis,Junín,Carpinteria,74049010,155,10,0,0,0,0,0,901,1.066
San Luis,Junín,Cerro De Oro,74049020,19,14,0,7,0,0,0,250,290
San Luis,Junín,Lafinur,74049030,0,0,0,0,0,0,0,51,51
San Luis,Junín,Los Cajones,74049040,0,0,0,0,0,0,0,64,64
San Luis,Junín,Los Molles,74049050,0,0,0,0,0,0,0,54,54
San Luis,Junín,Merlo,74049060,1.286,62,0,211,0,0,0,5.089,6.648
San Luis,Junín,Santa Rosa Del Conlara,74049070,142,0,0,0,0,0,0,1.875,2.017
San Luis,Junín,Talita,74049080,0,0,0,0,0,2,0,111,113
San Luis,La Capital,Alto Pelado,74056010,0,0,0,0,0,0,0,71,71
San Luis,La Capital,Alto Pencoso,74056020,0,0,0,1,0,0,0,85,86
San Luis,La Capital,Balde,74056030,0,0,0,1,0,5,0,183,189
San Luis,La Capital,Beazley,74056040,0,0,0,0,0,0,0,202,202
San Luis,La Capital,Cazador,74056050,0,0,0,0,0,0,0,34,34
San Luis,La Capital,Chosmes,74056060,0,0,0,0,0,0,0,9,9
San Luis,La Capital,Desaguadero,74056070,0,0,0,1,0,0,0,252,253
San Luis,La Capital,El Volcán,74056080,0,0,0,0,0,0,0,1.067,1.067
San Luis,La Capital,Jarilla,74056090,0,0,0,0,0,0,0,29,29
San Luis,La Capital,Juana Koslay,74056100,419,0,2,0,0,0,0,82,503
San Luis,La Capital,Potrero De Los Funes,74056120,0,0,0,0,0,0,0,1.795,1.795
San Luis,La Capital,Salinas Del Bebedero,74056130,0,0,0,0,0,0,0,35,35
San Luis,La Capital,San Jerónimo,74056140,0,0,0,0,0,0,0,160,160
San Luis,La Capital,San Luis,74056150,2.774,1,84,5,84,2,0,18.447,21.397
San Luis,La Capital,Zanjitas,74056160,0,0,0,0,0,0,0,103,103
San Luis,La Capital,La Punta,74056105,0,0,0,7,0,0,0,0,7
San Luis,La Capital,Las Barrancas,74056070,0,0,0,0,0,1,0,55,56
San Luis,La Capital,Varela,74056140,0,0,0,0,0,0,0,7,7
San Luis,La Capital,Boca Del Tigre,74056070,0,0,0,0,0,1,0,0,1
San Luis,Libertador Grl. San Martín,La Ramada,74063020,0,0,0,0,0,0,0,2.144,2.144
San Luis,Libertador Grl. San Martín,La Vertiente,74063010,0,0,0,0,0,2,0,49,51
San Luis,Libertador Grl. San Martín,Las Aguadas,74063020,0,0,0,0,0,0,0,98,98
San Luis,Libertador Grl. San Martín,Las Chacras,74063030,0,0,0,0,0,5,0,30,35
San Luis,Libertador Grl. San Martín,Las Lagunas,74063040,0,0,0,0,0,0,0,27,27
San Luis,Libertador Grl. San Martín,Paso Grande,74063050,0,0,0,0,0,0,0,183,183
San Luis,Libertador Grl. San Martín,Potrerillo,74063060,0,0,0,0,0,0,0,59,59
San Luis,Libertador Grl. San Martín,San Martín,74063070,1,0,1,0,0,0,0,324,326
San Luis,Libertador Grl. San Martín,Villa De Praga,74063080,0,0,0,0,0,1,0,211,212
San Luis,Libertador Grl. San Martín,El Puesto,74063050,0,0,0,0,0,0,0,11,11
San Luis,Otros,Otros,Sin Datos,0,0,0,0,70,0,0,0,70
Santa Cruz,Corpen Aike,Comandante Luis Piedrabuena,78007010,612,618,2,0,1,1,0,62,1.296
Santa Cruz,Corpen Aike,Puerto Santa Cruz,78007020,683,0,4,0,1,2,0,0,690
Santa Cruz,Deseado,Caleta Olivia,78014010,0,8.280,0,720,2,5,0,478,9.485
Santa Cruz,Deseado,Cañadón Seco,78014020,0,0,0,2,0,3,0,118,123
Santa Cruz,Deseado,Jaramillo,78014040,0,0,0,0,0,2,0,86,88
Santa Cruz,Deseado,Las Heras,78014060,0,0,0,2.353,1,1,0,1.085,3.440
Santa Cruz,Deseado,Pico Truncado,78014070,0,0,0,2.846,1,2,0,1.069,3.918
Santa Cruz,Deseado,Puerto Deseado,78014080,1.488,0,9,0,10,12,0,0,1.519
Santa Cruz,Deseado,Tellier,78014090,0,0,0,0,0,1,0,0,1
Santa Cruz,Güer Aike,28 De Noviembre,78021060,0,0,0,10,6,1,0,195,212
Santa Cruz,Güer Aike,El Turbio (Est. Gobernador Mayer),78021010,0,0,0,0,0,1,0,0,1
Santa Cruz,Güer Aike,Río Gallegos,78021040,3.682,10.399,173,736,172,14,0,0,15.176
Santa Cruz,Güer Aike,Yacimientos Río Turbio,78021070,261,0,0,0,1,1,0,0,263
Santa Cruz,Güer Aike,Mina 3,78021030,0,0,0,0,0,1,0,0,1
Santa Cruz,Lago Argentino,El Calafate,78028010,2.595,0,0,3.717,1,7,0,618,6.938
Santa Cruz,Lago Argentino,El Chaltén,78028020,0,0,0,431,1,3,0,2,437
Santa Cruz,Lago Argentino,Tres Lagos,78028030,0,0,0,0,0,1,0,0,1
Santa Cruz,Lago Buenos Aires,Los Antiguos,78035010,0,0,2,0,1,6,0,30,39
Santa Cruz,Lago Buenos Aires,Perito Moreno,78035020,0,2.600,7,0,101,5,0,0,2.713
Santa Cruz,Magallanes,Puerto San Julián,78042010,849,2.150,1,0,1,8,0,153,3.162
Santa Cruz,Río Chico,Bajo Caracoles,78049010,0,0,0,0,0,1,0,0,1
Santa Cruz,Río Chico,Gobernador Gregores,78049020,0,0,0,0,1,5,0,0,6
Santa Fe,9 De Julio,Esteban Rams,82077010,0,0,0,0,0,2,0,35,37
Santa Fe,9 De Julio,Gato Colorado,82077020,0,0,0,0,0,4,0,0,4
Santa Fe,9 De Julio,Gregoria Pérez De Denis (Est. El Nochero),82077030,0,0,0,0,0,3,0,144,147
Santa Fe,9 De Julio,Logroño,82077040,1,0,0,0,0,0,0,47,48
Santa Fe,9 De Julio,Montefiore,82077050,0,0,0,0,0,1,0,17,18
Santa Fe,9 De Julio,Pozo Borrado,82077060,0,0,0,0,0,0,0,127,127
Santa Fe,9 De Julio,San Bernardo,82077065,0,0,0,0,0,0,0,109,109
Santa Fe,9 De Julio,Santa Margarita,82077070,0,0,0,0,0,5,0,96,101
Santa Fe,9 De Julio,Tostado,82077080,1.328,6,0,0,0,2,0,1.752,3.088
Santa Fe,9 De Julio,Villa Minetti,82077090,0,0,0,1,0,5,0,264,270
Santa Fe,Belgrano,Armstrong,82007010,1.245,0,0,99,0,0,0,37,1.381
Santa Fe,Belgrano,Bouquet,82007020,388,0,0,0,0,0,0,1,389
Santa Fe,Belgrano,Las Parejas,82007030,1.297,154,0,0,0,0,0,124,1.575
Santa Fe,Belgrano,Las Rosas,82007040,1.358,2.308,0,225,0,0,0,33,3.924
Santa Fe,Belgrano,Montes De Oca,82007050,591,0,0,0,168,1,0,43,803
Santa Fe,Belgrano,Tortugas,82007060,177,0,0,0,0,1,0,0,178
Santa Fe,Caseros,Arequito,82014010,71,2.241,0,0,0,0,0,0,2.312
Santa Fe,Caseros,Arteaga,82014020,73,868,0,0,0,0,0,87,1.028
Santa Fe,Caseros,Beravebú,82014030,0,0,0,0,0,0,0,346,346
Santa Fe,Caseros,Bigand,82014040,550,1.065,0,0,0,0,0,0,1.615
Santa Fe,Caseros,Casilda,82014050,4.277,1.873,0,886,0,0,0,1.129,8.165
Santa Fe,Caseros,Chabás,82014060,638,0,0,0,850,0,0,13,1.501
Santa Fe,Caseros,Chañar Ladeado,82014070,76,808,0,401,0,0,0,0,1.285
Santa Fe,Caseros,Gödeken,82014080,0,531,0,1,0,0,0,0,532
Santa Fe,Caseros,Los Molinos,82014090,27,507,0,0,0,0,0,0,534
Santa Fe,Caseros,Los Nogales,82014100,0,44,0,0,0,0,0,0,44
Santa Fe,Caseros,Los Quirquinchos,82014110,0,0,0,0,2,0,0,778,780
Santa Fe,Caseros,San José De La Esquina,82014120,135,1.976,0,0,0,0,0,1,2.112
Santa Fe,Caseros,Sanford,82014130,88,0,0,378,0,0,0,0,466
Santa Fe,Caseros,Villada,82014140,98,1,0,0,5,0,0,0,104
Santa Fe,Castellanos,Aldao (Est. Casablanca),82021010,30,0,0,662,0,0,0,60,752
Santa Fe,Castellanos,Angélica,82021020,600,0,0,0,0,0,0,9,609
Santa Fe,Castellanos,Ataliva,82021030,295,10,0,89,0,0,0,183,577
Santa Fe,Castellanos,Aurelia,82021040,0,0,0,0,0,0,0,4,4
Santa Fe,Castellanos,Bauer Y Sigel,82021060,0,0,0,0,0,0,0,0,0
Santa Fe,Castellanos,Bella Italia,82021070,37,316,0,2,0,0,0,4,359
Santa Fe,Castellanos,Castellanos,82021080,0,1,0,0,0,0,0,5,6
Santa Fe,Castellanos,Colonia Bicha,82021090,72,0,0,138,0,0,0,0,210
Santa Fe,Castellanos,Colonia Cello,82021100,0,0,0,0,0,0,0,29,29
Santa Fe,Castellanos,Colonia Margarita,82021110,0,10,0,0,0,0,0,0,10
Santa Fe,Castellanos,Colonia Raquel,82021120,31,0,0,185,0,0,0,3,219
Santa Fe,Castellanos,Coronel Fraga,82021130,0,0,0,0,0,0,0,49,49
Santa Fe,Castellanos,Esmeralda,82021150,0,82,0,0,0,0,0,0,82
Santa Fe,Castellanos,Estación Clucellas,82021160,0,179,0,0,0,0,0,4,183
Santa Fe,Castellanos,Estación Saguier,82021170,0,11,0,0,0,0,0,3,14
Santa Fe,Castellanos,Eusebia Y Carolina,82021180,27,0,0,130,0,0,0,0,157
Santa Fe,Castellanos,Eustolia,82021190,0,0,0,0,0,0,0,4,4
Santa Fe,Castellanos,Humberto Primo,82021220,212,53,0,33,0,0,0,262,560
Santa Fe,Castellanos,Josefina,82021230,28,77,0,0,0,0,0,1,106
Santa Fe,Castellanos,Lehmann,82021240,196,376,0,166,0,0,0,0,738
Santa Fe,Castellanos,María Juana,82021250,788,81,0,620,0,0,0,60,1.549
Santa Fe,Castellanos,Plaza Clucellas,82021270,45,283,0,0,0,0,0,0,328
Santa Fe,Castellanos,Plaza Saguier,82021280,0,51,0,0,0,0,0,0,51
Santa Fe,Castellanos,Presidente Roca,82021290,0,137,0,1,0,0,0,5,143
Santa Fe,Castellanos,Pueblo Marini,82021300,0,0,0,0,0,0,0,11,11
Santa Fe,Castellanos,Rafaela,82021310,2.889,23.060,0,4.199,6,2,0,1.497,31.653
Santa Fe,Castellanos,Ramona,82021320,1,0,0,0,0,0,0,327,328
Santa Fe,Castellanos,San Antonio,82021330,0,10,0,0,0,0,0,59,69
Santa Fe,Castellanos,San Vicente,82021340,770,1.334,0,0,0,0,0,42,2.146
Santa Fe,Castellanos,Santa Clara De Saguier,82021350,163,107,0,0,0,0,0,218,488
Santa Fe,Castellanos,Sunchales,82021360,1.112,21,1,6.364,0,0,0,67,7.565
Santa Fe,Castellanos,Susana,82021370,0,0,0,317,0,0,0,78,395
Santa Fe,Castellanos,Tacural,82021380,437,0,0,467,0,0,0,0,904
Santa Fe,Castellanos,Vila,82021390,419,0,0,0,0,0,0,0,419
Santa Fe,Castellanos,Villa San José,82021410,0,53,0,0,0,0,0,31,84
Santa Fe,Castellanos,Virginia,82021420,0,0,0,0,0,0,0,9,9
Santa Fe,Castellanos,Zenón Pereyra,82021430,0,53,0,0,0,0,0,0,53
Santa Fe,Castellanos,Frontera,82021200,0,0,0,0,0,0,0,1,1
Santa Fe,Constitución,Alcorta,82028010,223,1.261,0,550,0,0,0,353,2.387
Santa Fe,Constitución,Bombal,82028040,495,246,0,200,0,0,0,0,941
Santa Fe,Constitución,Empalme Villa Constitución,82028070,660,0,0,0,0,0,0,0,660
Santa Fe,Constitución,Godoy,82028100,0,0,0,0,0,0,0,150,150
Santa Fe,Constitución,Juan B. Molina,82028110,350,0,0,0,0,0,0,1,351
Santa Fe,Constitución,Juncal,82028120,480,0,0,0,0,0,0,0,480
Santa Fe,Constitución,La Vanguardia,82028130,0,0,0,86,0,0,0,0,86
Santa Fe,Constitución,Máximo Paz (Est. Paz),82028140,647,321,0,0,0,0,0,252,1.220
Santa Fe,Constitución,Pavón,82028150,104,0,0,0,0,0,0,0,104
Santa Fe,Constitución,Pavón Arriba,82028160,0,0,0,387,0,0,0,25,412
Santa Fe,Constitución,Rueda,82028180,0,0,0,0,0,0,0,72,72
Santa Fe,Constitución,Santa Teresa,82028190,169,296,0,656,0,0,0,101,1.222
Santa Fe,Constitución,Sargento Cabral,82028200,0,0,0,326,0,0,0,102,428
Santa Fe,Constitución,Villa Constitución,82028230,5.033,1.967,0,61,0,0,0,1.355,8.416
Santa Fe,Constitución,Peyrano,82028170,0,670,0,0,0,0,0,0,670
Santa Fe,Constitución,Cepeda,82028060,0,0,0,0,0,0,0,25,25
Santa Fe,Constitución,General Gelly,82028090,189,0,0,0,0,0,0,4,193
Santa Fe,Garay,Cayastá,82035010,0,0,0,0,0,0,0,428,428
Santa Fe,Garay,Helvecia,82035020,0,440,0,0,0,0,0,205,645
Santa Fe,Garay,Saladero Mariano Cabal,82035040,0,0,0,0,0,1,0,64,65
Santa Fe,Garay,Santa Rosa De Calchines,82035050,76,941,0,0,0,0,0,0,1.017
Santa Fe,Garay,Los Zapallos,82035030,0,67,0,0,67,0,0,0,134
Santa Fe,General López,Aarón Castellanos (Est. Castellanos),82042010,0,0,0,0,0,0,0,36,36
Santa Fe,General López,Amenábar,82042020,158,0,0,0,0,0,0,80,238
Santa Fe,General López,Cafferata,82042030,246,0,0,1,0,0,0,0,247
Santa Fe,General López,Cañada Del Ucle,82042040,222,0,0,0,0,0,0,200,422
Santa Fe,General López,Carmen,82042050,0,0,0,0,40,0,0,100,140
Santa Fe,General López,Carreras,82042060,0,1,0,0,0,0,0,274,275
Santa Fe,General López,Chapuy,82042070,0,1,0,0,0,0,0,0,1
Santa Fe,General López,Chovet,82042080,0,1,0,0,0,1,0,0,2
Santa Fe,General López,Christophersen,82042090,0,0,0,15,0,0,0,78,93
Santa Fe,General López,Diego De Alvear,82042100,206,0,0,64,0,0,0,108,378
Santa Fe,General López,Elortondo,82042110,510,0,0,0,0,0,0,0,510
Santa Fe,General López,Firmat,82042120,281,1.488,0,3.305,0,0,0,0,5.074
Santa Fe,General López,Hughes,82042130,0,0,0,1.190,0,0,0,0,1.190
Santa Fe,General López,La Chispa,82042140,0,0,0,0,0,0,0,71,71
Santa Fe,General López,Maggiolo,82042170,80,0,0,0,0,0,0,53,133
Santa Fe,General López,María Teresa,82042180,26,1.012,0,0,1,0,0,30,1.069
Santa Fe,General López,Melincué (Est. San Urbano),82042190,0,0,0,0,0,0,0,201,201
Santa Fe,General López,Miguel Torres,82042200,0,1,0,0,0,0,0,0,1
Santa Fe,General López,Murphy,82042210,0,0,0,717,0,0,0,0,717
Santa Fe,General López,Rufino,82042220,1.432,3,0,5.103,0,0,0,0,6.538
Santa Fe,General López,San Eduardo,82042230,205,0,0,84,0,0,0,0,289
Santa Fe,General López,San Francisco De Santa Fe,82042240,0,0,0,45,0,1,0,0,46
Santa Fe,General López,San Gregorio,82042250,43,0,0,1.013,0,0,0,118,1.174
Santa Fe,General López,Sancti Spiritu,82042260,320,0,0,0,0,1,0,707,1.028
Santa Fe,General López,Santa Isabel,82042270,214,0,0,923,0,1,0,0,1.138
Santa Fe,General López,Teodelina,82042280,0,935,0,0,0,0,0,165,1.100
Santa Fe,General López,Venado Tuerto,82042290,2.258,25.656,0,1.435,380,1,0,77,29.807
Santa Fe,General López,Villa Cañás,82042300,715,1.195,0,349,4,0,0,211,2.474
Santa Fe,General López,Wheelwright,82042310,0,0,0,1.374,3,1,0,15,1.393
Santa Fe,General López,Labordeboy,82042150,215,0,0,0,0,0,0,0,215
Santa Fe,General Obligado,Avellaneda (Est. Ewald),82049020,3,12,0,3.578,750,0,0,1.141,5.484
Santa Fe,General Obligado,Berna,82049030,0,0,0,0,10,0,0,48,58
Santa Fe,General Obligado,El Araza,82049040,0,0,0,0,0,0,0,126,126
Santa Fe,General Obligado,El Rabón,82049050,0,65,0,0,0,1,0,80,146
Santa Fe,General Obligado,Florencia,82049060,268,136,0,0,0,1,0,188,593
Santa Fe,General Obligado,Guadalupe Norte,82049070,87,0,0,0,0,0,0,0,87
Santa Fe,General Obligado,Ingeniero Chanourdie,82049080,0,0,0,0,0,1,0,85,86
Santa Fe,General Obligado,La Isleta,82049090,0,0,0,0,0,1,0,0,1
